Hodneland;233
Hollund;232
Heim;232
Hildrum;231
Herigstad;230
Hilleren;228
Høglund;227
Hannisdal;227
Haddal;227
Høydahl;226
Hjelm;226
Haukenes;226
Håpnes;224
Havik;224
Hauglid;224
Herdlevær;223
Hellstrøm;223
Hol;222
Helliesen;222
Hexeberg;221
Hovd;219
Hestenes;218
Herheim;215
Haarstad;215
Heistad;214
Hemnes;212
Hammerø;212
Helvik;211
Hellenes;211
Hvattum;210
Hoftun;209
Heggset;209
Hatteland;209
Harkestad;208
Hamborg;208
Holmstrøm;207
Hestetun;207
Hojem;206
Hallingstad;205
Husabø;204
Herfindal;204
Hellesø;204
Hasund;204
Hjulstad;203
Hevrøy;203
Havnen;203
Hallberg;203
Holmøy;202
Hoven;201
Hoset;201
Iversen;10357
Isaksen;4736
Ingebrigtsen;2985
Ingvaldsen;1061
Ingebretsen;959
Iqbal;928
Ibrahim;692
Idland;506
Irgens;446
Indrebø;420
Isachsen;411
Ismail;398
Igland;396
Ims;343
Ihle;308
Istad;299
Indergård;249
Idsø;246
Idsøe;243
Isdahl;238
Ihlen;220
Iden;216
Isdal;211
Indahl;209
Johansen;53684
Jensen;24240
Johnsen;21542
Johannessen;13941
Jacobsen;12260
Jørgensen;11722
Jakobsen;10747
Jenssen;4432
Jansen;3242
Johannesen;2821
Jonassen;2521
Johansson;2010
Johnsrud;1287
Jørstad;1038
Josefsen;850
Juliussen;771
Johnson;709
Jahren;636
Jahr;616
Jahnsen;563
Jonsson;557
Jordal;551
Jansson;496
Jæger;453
Juul;446
Jama;435
Jespersen;383
Jessen;368
Jordet;354
Jentoft;342
Juvik;326
Jevne;323
Johanson;315
Jønsson;309
Jøssang;270
Joakimsen;270
Jones;260
Justad;259
Josdal;234
Juell;226
Jensrud;226
Joa;216
Jeppesen;211
Jåsund;207
Johnstad;205
Kristiansen;24665
Karlsen;22539
Knutsen;8736
Kristoffersen;8001
Kristensen;7045
Knudsen;6589
Kvam;2234
Kolstad;2209
Kvamme;2070
Kleven;2063
Kleppe;1780
Krogstad;1677
Klausen;1673
Khan;1586
Krogh;1502
Kaspersen;1317
Kleiven;1193
Karlsson;1058
Korneliussen;1035
Kvalheim;981
Kaur;942
Kjær;925
Kaasa;903
Kvåle;835
Kvalvik;814
Kroken;796
Kopperud;744
Karlstad;695
Kvammen;687
Kittelsen;655
Karstensen;650
Kolberg;636
Kittilsen;619
Kjærstad;587
Kildal;579
Kvalsvik;568
Korsmo;567
Kjos;524
Kallevik;521
Korsnes;520
Kjeldsen;519
Kirkeby;496
Kvale;493
Karoliussen;481
Krohn;462
Kjøsnes;462
Kaland;459
Klungland;455
Kalland;454
Kjørsvik;452
Kvinge;450
Kjølstad;445
Kolnes;443
Krog;435
Kåsa;424
Kvarme;420
Kleveland;413
Kalvik;402
Klemetsen;401
Kielland;401
Kvalsund;399
Klepp;392
Kilen;384
Kruse;382
Kjerstad;378
Karlsrud;370
Kalstad;368
Kråkenes;367
Kvaal;359
Kyllingstad;356
Kallestad;355
Krane;353
Krasniqi;352
Knapstad;352
Knoph;347
Kvernmo;345
Klæboe;342
Kvande;338
Kolltveit;338
Kolstø;335
Kvalvåg;334
Kolsrud;333
Klaussen;330
Killi;330
Kvilhaug;329
Klokk;327
Kårstad;322
Kinn;321
Klette;319
Kloster;317
Kjellevold;315
Kavli;315
Kolås;312
Kile;310
Kihle;310
Koch;306
Kongshaug;305
Kalleberg;305
Kronstad;302
Kiil;301
Konradsen;300
Klingenberg;300
Kvernberg;297
Knarvik;292
Kolbjørnsen;289
Kvalnes;283
Kasin;282
Kløvstad;280
Kryger;276
Kraft;275
Kongsvik;275
Kirkerud;275
Kausar;275
Kydland;273
Koppang;273
Kaldestad;273
Kringstad;271
Kirknes;271
Korsvold;270
Kirkhus;270
Kverneland;269
Kjærvik;265
Kjelsrud;265
Kanestrøm;264
Kaupang;259
Krogsæter;257
Kjeldsberg;257
Karlson;257
Kjølberg;255
Kvalø;250
Kvandal;249
Kvamsdal;249
Krogsrud;248
Kvinnesland;247
Kvia;246
Kjelstad;243
Korsvik;233
Klev;233
Karim;232
Kofoed;228
Kleppa;228
Kleiv;227
Kind;224
Kildahl;224
Kvaløy;222
Klakegg;221
Kjørstad;219
Krosby;215
Kommedal;214
Kleiveland;214
Kapstad;214
Klungtveit;213
Kværner;210
Kjelsberg;210
Kolle;209
Koren;205
Kolseth;205
Kulseth;204
Kyvik;203
Kvello;203
Karlstrøm;203
Kjeilen;202
Kvien;200
Larsen;40135
Lund;11459
Lie;7367
Lunde;6912
Lien;6615
Ludvigsen;2769
Lorentzen;2661
Løken;2519
Løkken;2102
Langeland;2079
Lind;1907
Lian;1879
Larssen;1733
Lauritzen;1579
Lindberg;1499
Le;1419
Lervik;1367
Larsson;1351
Lande;1301
Lundberg;1209
Lid;1203
Løland;1154
Lauritsen;1143
Lia;1119
Langseth;1112
Lyngstad;1092
Lorentsen;993
Lohne;966
Lange;964
Løvås;959
Lystad;957
Liland;951
Lothe;883
Løvik;855
Lindseth;831
Lier;821
Lindstad;800
Lindgren;772
Løseth;753
Løberg;747
Lea;727
Løvdal;713
Linnerud;706
Leirvik;690
Lillebø;688
Lunden;640
Løvaas;624
Lyng;620
Lindland;614
Lindstrøm;610
Lundby;604
Løvstad;603
Loe;585
Lillevik;575
Lode;574
Lønning;570
Longva;564
Leknes;561
Lein;552
Løkke;541
Lima;537
Langerud;530
Løvseth;526
Landro;508
Lavik;506
Li;493
Landsverk;483
Løvold;476
Langås;475
